0.107	0.223	0.186	0.170	0.212	0.202	H1
0.295	0.166	0.226	0.120	0.108	0.299	H1
0.171	0.219	0.125	0.160	0.150	0.220	H1
0.057	0.465	0.275	0.362	0.136	0.344	H4
0.504	0.092	0.294	0.346	0.130	0.303	H4
0.316	0.209	0.301	0.128	0.201	0.316	H4
0.383	0.116	0.452	0.279	0.185	0.413	H4
0.323	0.144	0.365	0.276	0.374	0.398	H4
0.200	0.327	0.266	0.309	0.120	0.226	H4
0.346	0.171	0.235	0.136	0.134	0.395	H4
0.251	0.174	0.191	0.204	0.183	0.345	H4
0.266	0.357	0.329	0.142	0.311	0.440	H4
0.295	0.185	0.343	0.198	0.144	0.393	H4
0.200	0.256	0.391	0.232	0.193	0.328	H4
0.100	0.099	0.310	0.297	0.166	0.412	H4
0.184	0.186	0.201	0.204	0.173	0.250	H4
0.174	0.688	0.190	0.552	0.424	0.454	H4
0.264	0.107	0.263	0.197	0.208	0.342	H4
0.169	0.412	0.188	0.223	0.143	0.302	H4
0.267	0.468	0.218	0.154	0.264	0.374	H4
0.295	0.481	0.342	0.228	0.174	0.411	H4
0.235	0.438	0.185	0.256	0.200	0.325	H4
0.269	0.434	0.392	0.174	0.225	0.426	H4
0.259	0.543	0.288	0.244	0.185	0.439	H4
0.287	0.402	0.381	0.264	0.247	0.480	H4
0.339	0.529	0.335	0.273	0.195	0.386	H4
0.159	0.028	0.239	0.356	0.466	0.177	H4
0.273	0.013	0.170	0.171	0.100	0.220	H4
0.181	0.091	0.255	0.316	0.526	0.328	H4
0.432	0.104	0.178	0.274	0.367	0.286	H4
0.247	0.136	0.138	0.258	0.261	0.185	H4
0.330	0.150	0.365	0.282	0.370	0.210	H4
0.427	0.190	0.316	0.191	0.294	0.338	H4
0.296	0.122	0.231	0.244	0.318	0.211	H4
0.285	0.145	0.215	0.306	0.385	0.276	H4
0.328	0.251	0.216	0.272	0.435	0.224	H4
0.219	0.143	0.080	0.173	0.302	0.329	H4
0.332	0.195	0.184	0.247	0.339	0.442	H4
0.294	0.294	0.311	0.337	0.340	0.397	H4
0.246	0.183	0.295	0.210	0.310	0.323	H4
0.242	0.159	0.277	0.183	0.325	0.312	H4
0.313	0.144	0.275	0.158	0.254	0.380	H4
0.281	0.211	0.291	0.230	0.369	0.256	H4
0.237	0.195	0.277	0.192	0.320	0.344	H4
0.303	0.190	0.337	0.300	0.443	0.400	H4
0.227	0.195	0.344	0.287	0.180	0.374	H4
0.347	0.311	0.476	0.211	0.084	0.372	H4
0.373	0.340	0.279	0.122	0.129	0.392	H4
0.276	0.290	0.386	0.225	0.150	0.400	H4
0.226	0.285	0.176	0.092	0.220	0.302	H3
0.253	0.199	0.305	0.195	0.142	0.296	H3
0.306	0.141	0.256	0.143	0.124	0.200	H3
0.223	0.334	0.182	0.278	0.127	0.270	H3
0.238	0.152	0.179	0.175	0.237	0.282	H3
0.173	0.230	0.233	0.214	0.154	0.160	H3
0.243	0.345	0.128	0.241	0.136	0.202	H3
0.292	0.244	0.189	0.137	0.152	0.155	H3
0.224	0.441	0.223	0.146	0.226	0.157	H3
0.177	0.302	0.210	0.238	0.107	0.143	H3
0.176	0.405	0.130	0.256	0.172	0.384	H3
0.221	0.477	0.179	0.135	0.117	0.427	H3
0.252	0.473	0.288	0.241	0.227	0.334	H3
0.308	0.020	0.284	0.376	0.179	0.188	H3
0.355	0.180	0.182	0.300	0.355	0.142	H3
0.226	0.122	0.237	0.247	0.383	0.219	H3
0.247	0.140	0.193	0.227	0.333	0.173	H3
0.190	0.246	0.244	0.205	0.310	0.219	H3
0.282	0.180	0.277	0.242	0.437	0.289	H3
0.231	0.192	0.240	0.201	0.127	0.155	H3
0.198	0.228	0.131	0.255	0.197	0.137	H3
0.322	0.220	0.376	0.124	0.373	0.435	H2
0.110	0.212	0.377	0.174	0.172	0.428	H2
0.206	0.143	0.335	0.136	0.240	0.223	H2
0.287	0.142	0.282	0.188	0.166	0.232	H2
0.254	0.185	0.226	0.232	0.213	0.238	H2
0.155	0.093	0.253	0.173	0.219	0.175	H2
0.254	0.245	0.267	0.135	0.172	0.236	H2
0.214	0.429	0.242	0.116	0.208	0.396	H2
0.420	0.075	0.590	0.436	0.259	0.324	H2
0.177	0.071	0.163	0.279	0.410	0.273	H2
0.254	0.184	0.139	0.335	0.475	0.281	H2
0.169	0.125	0.290	0.196	0.322	0.241	H2
0.193	0.230	0.415	0.271	0.346	0.196	H2
0.174	0.204	0.241	0.229	0.344	0.169	H2
0.253	0.195	0.251	0.195	0.339	0.195	H2
0.289	0.207	0.188	0.306	0.332	0.258	H2
0.232	0.241	0.236	0.199	0.334	0.235	H2
0.324	0.072	0.351	0.434	0.125	0.182	H2
0.216	0.015	0.259	0.075	0.193	0.201	H2
0.281	0.250	0.233	0.202	0.140	0.185	H2
0.144	0.136	0.294	0.222	0.113	0.171	H2
0.183	0.220	0.193	0.318	0.232	0.134	H2
0.400	0.166	0.302	0.185	0.219	0.133	H2
0.191	0.251	0.242	0.213	0.176	0.302	H2
0.309	0.279	0.177	0.341	0.227	0.140	H2
0.345	0.005	0.116	0.228	0.378	0.399	H1
0.210	0.153	0.317	0.337	0.124	0.042	H1
0.115	0.103	0.144	0.110	0.196	0.304	H1
0.185	0.238	0.358	0.180	0.278	0.205	H1
0.435	0.170	0.544	0.265	0.178	0.387	H1
0.138	0.197	0.234	0.352	0.472	0.256	H1
0.173	0.146	0.141	0.155	0.347	0.226	H1
0.310	0.290	0.260	0.149	0.442	0.316	H1
0.134	0.041	0.214	0.120	0.127	0.207	H1
0.329	0.274	0.309	0.305	0.033	0.182	H1
0.303	0.023	0.263	0.112	0.073	0.140	H1
0.104	0.220	0.199	0.180	0.219	0.206	H1
0.300	0.169	0.242	0.126	0.112	0.307	H1
0.187	0.234	0.133	0.168	0.142	0.232	H1
0.034	0.454	0.264	0.348	0.107	0.329	H4
0.474	0.088	0.274	0.316	0.102	0.272	H4
0.085	0.000	0.195	0.135	0.005	0.141	H4
0.304	0.194	0.288	0.110	0.167	0.305	H4
0.377	0.103	0.443	0.250	0.164	0.379	H4
0.226	0.175	0.262	0.160	0.231	0.463	H4
0.247	0.312	0.310	0.122	0.105	0.318	H4
0.184	0.317	0.244	0.287	0.098	0.213	H4
0.218	0.155	0.171	0.186	0.175	0.325	H4
0.258	0.332	0.324	0.108	0.293	0.431	H4
0.273	0.163	0.312	0.180	0.119	0.374	H4
0.181	0.251	0.357	0.218	0.171	0.316	H4
0.263	0.127	0.205	0.181	0.129	0.271	H4
0.083	0.084	0.287	0.276	0.143	0.388	H4
0.169	0.164	0.183	0.174	0.149	0.218	H4
0.158	0.670	0.175	0.516	0.401	0.442	H4
0.161	0.485	0.126	0.218	0.132	0.344	H4
0.258	0.315	0.254	0.204	0.224	0.167	H4
0.233	0.090	0.236	0.173	0.197	0.329	H4
0.146	0.245	0.112	0.124	0.208	0.316	H4
0.247	0.449	0.183	0.151	0.240	0.345	H4
0.326	0.414	0.214	0.199	0.126	0.381	H4
0.251	0.418	0.371	0.144	0.215	0.417	H4
0.233	0.538	0.268	0.225	0.168	0.417	H4
0.253	0.377	0.360	0.241	0.227	0.460	H4
0.308	0.508	0.309	0.253	0.170	0.359	H4
0.303	0.149	0.349	0.239	0.172	0.128	H4
0.135	0.014	0.217	0.349	0.460	0.151	H4
0.026	0.086	0.260	0.304	0.318	0.199	H4
0.158	0.074	0.224	0.313	0.512	0.295	H4
0.229	0.096	0.213	0.418	0.327	0.125	H4
0.158	0.019	0.183	0.270	0.310	0.393	H4
0.191	0.189	0.174	0.195	0.306	0.281	H4
0.417	0.174	0.282	0.164	0.275	0.314	H4
0.283	0.092	0.218	0.219	0.302	0.190	H4
0.219	0.191	0.248	0.220	0.305	0.224	H4
0.191	0.198	0.215	0.345	0.400	0.352	H4
0.275	0.121	0.193	0.278	0.363	0.241	H4
0.204	0.133	0.195	0.211	0.269	0.332	H4
0.208	0.121	0.068	0.149	0.294	0.311	H4
0.318	0.171	0.156	0.225	0.309	0.425	H4
0.229	0.164	0.263	0.190	0.287	0.297	H4
0.251	0.166	0.220	0.168	0.310	0.236	H4
0.219	0.153	0.271	0.162	0.307	0.275	H4
0.293	0.120	0.270	0.139	0.222	0.356	H4
0.270	0.133	0.224	0.190	0.327	0.208	H4
0.265	0.177	0.268	0.210	0.360	0.240	H4
0.214	0.192	0.269	0.166	0.300	0.307	H4
0.230	0.164	0.167	0.231	0.321	0.407	H4
0.277	0.165	0.317	0.292	0.416	0.376	H4
0.182	0.244	0.322	0.146	0.387	0.281	H4
0.341	0.291	0.467	0.202	0.055	0.361	H4
0.170	0.342	0.274	0.175	0.187	0.364	H4
0.251	0.269	0.364	0.216	0.123	0.384	H4
0.274	0.303	0.160	0.123	0.149	0.272	H4
0.216	0.310	0.371	0.215	0.166	0.317	H4
0.305	0.086	0.359	0.106	0.056	0.305	H3
0.161	0.194	0.295	0.138	0.088	0.137	H3
0.212	0.267	0.161	0.080	0.199	0.292	H3
0.235	0.191	0.298	0.176	0.113	0.267	H3
0.279	0.119	0.239	0.137	0.121	0.176	H3
0.250	0.122	0.221	0.146	0.158	0.288	H3
0.199	0.321	0.156	0.255	0.103	0.252	H3
0.210	0.134	0.169	0.144	0.218	0.245	H3
0.214	0.308	0.118	0.205	0.101	0.180	H3
0.213	0.432	0.190	0.130	0.216	0.140	H3
0.157	0.284	0.187	0.206	0.104	0.132	H3
0.166	0.382	0.108	0.230	0.152	0.367	H3
0.202	0.410	0.197	0.202	0.171	0.390	H3
0.144	0.395	0.249	0.262	0.170	0.301	H3
0.240	0.513	0.239	0.198	0.124	0.416	H3
0.232	0.455	0.274	0.209	0.204	0.316	H3
0.226	0.148	0.234	0.427	0.382	0.249	H3
0.328	0.149	0.173	0.277	0.328	0.122	H3
0.245	0.105	0.214	0.173	0.350	0.264	H3
0.140	0.013	0.238	0.222	0.313	0.170	H3
0.198	0.106	0.211	0.239	0.371	0.209	H3
0.232	0.118	0.170	0.215	0.321	0.142	H3
0.266	0.028	0.258	0.287	0.083	0.274	H3
0.266	0.253	0.189	0.274	0.097	0.177	H3
0.366	0.185	0.287	0.191	0.168	0.231	H3
0.126	0.200	0.117	0.231	0.099	0.223	H3
0.206	0.158	0.216	0.182	0.110	0.141	H3
0.175	0.217	0.124	0.233	0.164	0.120	H3
0.215	0.226	0.218	0.285	0.161	0.305	H3
0.429	0.381	0.598	0.446	0.121	0.601	H2
0.094	0.231	0.438	0.254	0.401	0.222	H2
0.087	0.198	0.370	0.152	0.144	0.420	H2
0.155	0.101	0.220	0.155	0.194	0.186	H2
0.216	0.108	0.285	0.199	0.105	0.300	H2
0.233	0.156	0.221	0.220	0.182	0.222	H2
0.193	0.099	0.289	0.123	0.135	0.115	H2
0.151	0.069	0.241	0.166	0.206	0.159	H2
0.198	0.133	0.308	0.130	0.097	0.135	H2
0.173	0.368	0.167	0.174	0.205	0.388	H2
0.397	0.055	0.557	0.404	0.252	0.316	H2
0.166	0.051	0.135	0.260	0.382	0.257	H2
0.217	0.153	0.111	0.298	0.468	0.266	H2
0.145	0.093	0.260	0.186	0.302	0.227	H2
0.326	0.208	0.173	0.235	0.317	0.108	H2
0.173	0.178	0.221	0.215	0.310	0.146	H2
0.216	0.214	0.208	0.193	0.322	0.222	H2
0.298	0.042	0.340	0.403	0.092	0.166	H2
0.294	0.034	0.261	0.313	0.124	0.149	H2
0.190	0.000	0.242	0.060	0.176	0.174	H2
0.122	0.028	0.119	0.096	0.120	0.168	H2
0.125	0.104	0.260	0.219	0.092	0.156	H2
0.203	0.177	0.171	0.278	0.126	0.113	H2
0.368	0.153	0.287	0.168	0.209	0.129	H2
0.118	0.240	0.191	0.325	0.161	0.118	H2
0.312	0.113	0.517	0.336	0.129	0.269	H1
0.089	0.094	0.106	0.095	0.179	0.272	H1
0.161	0.219	0.346	0.153	0.248	0.181	H1
0.118	0.174	0.225	0.334	0.454	0.236	H1
0.101	0.125	0.256	0.247	0.308	0.186	H1
0.095	0.173	0.237	0.268	0.371	0.205	H1
0.122	0.017	0.190	0.102	0.105	0.183	H1
0.087	0.200	0.172	0.163	0.195	0.195	H1
0.286	0.244	0.164	0.210	0.100	0.178	H1
0.151	0.213	0.113	0.141	0.140	0.200	H1
0.045	0.453	0.267	0.343	0.107	0.340	H4
0.232	0.269	0.120	0.201	0.181	0.343	H4
0.375	0.099	0.446	0.260	0.170	0.387	H4
0.317	0.122	0.343	0.261	0.359	0.387	H4
0.248	0.305	0.319	0.132	0.115	0.325	H4
0.193	0.320	0.245	0.287	0.104	0.215	H4
0.226	0.162	0.166	0.190	0.169	0.322	H4
0.184	0.248	0.375	0.222	0.173	0.325	H4
0.263	0.137	0.219	0.173	0.124	0.280	H4
0.169	0.173	0.196	0.178	0.161	0.233	H4
0.165	0.679	0.169	0.527	0.415	0.445	H4
0.163	0.494	0.126	0.232	0.134	0.352	H4
0.180	0.359	0.121	0.146	0.206	0.413	H4
0.150	0.256	0.122	0.124	0.207	0.314	H4
0.154	0.395	0.165	0.207	0.124	0.288	H4
0.270	0.465	0.317	0.204	0.169	0.392	H4
0.328	0.420	0.224	0.207	0.134	0.391	H4
0.215	0.421	0.171	0.231	0.179	0.320	H4
0.254	0.428	0.375	0.154	0.208	0.420	H4
0.243	0.541	0.267	0.231	0.173	0.421	H4
0.211	0.422	0.265	0.210	0.166	0.320	H4
0.269	0.383	0.373	0.245	0.225	0.463	H4
0.045	0.039	0.174	0.318	0.110	0.153	H4
0.144	0.015	0.220	0.341	0.457	0.152	H4
0.033	0.087	0.263	0.310	0.323	0.213	H4
0.173	0.081	0.231	0.314	0.509	0.304	H4
0.229	0.105	0.217	0.420	0.334	0.133	H4
0.202	0.136	0.232	0.262	0.418	0.353	H4
0.417	0.085	0.169	0.252	0.357	0.267	H4
0.233	0.190	0.245	0.227	0.310	0.228	H4
0.241	0.360	0.367	0.201	0.225	0.375	H4
0.207	0.124	0.196	0.211	0.276	0.344	H4
0.304	0.222	0.196	0.258	0.415	0.218	H4
0.216	0.128	0.067	0.157	0.286	0.308	H4
0.314	0.177	0.167	0.229	0.325	0.423	H4
0.263	0.180	0.219	0.178	0.318	0.234	H4
0.249	0.149	0.321	0.183	0.271	0.415	H4
0.242	0.212	0.215	0.178	0.289	0.327	H4
0.223	0.152	0.268	0.166	0.319	0.290	H4
0.289	0.133	0.274	0.144	0.230	0.370	H4
0.260	0.162	0.198	0.147	0.291	0.350	H4
0.260	0.191	0.267	0.216	0.364	0.240	H4
0.232	0.180	0.173	0.232	0.318	0.422	H4
0.333	0.287	0.471	0.204	0.061	0.362	H4
0.263	0.274	0.367	0.218	0.124	0.389	H4
0.214	0.324	0.366	0.216	0.167	0.321	H4
0.312	0.083	0.375	0.115	0.068	0.314	H3
0.156	0.193	0.298	0.148	0.094	0.151	H3
0.210	0.268	0.163	0.076	0.207	0.288	H3
0.105	0.118	0.299	0.158	0.101	0.230	H3
0.238	0.188	0.300	0.180	0.131	0.273	H3
0.289	0.121	0.248	0.137	0.118	0.182	H3
0.264	0.126	0.221	0.151	0.167	0.285	H3
0.179	0.120	0.222	0.158	0.212	0.323	H3
0.218	0.127	0.168	0.154	0.223	0.259	H3
0.155	0.218	0.222	0.203	0.137	0.132	H3
0.266	0.227	0.173	0.125	0.135	0.138	H3
0.210	0.430	0.203	0.129	0.215	0.150	H3
0.159	0.387	0.125	0.234	0.160	0.370	H3
0.151	0.388	0.246	0.270	0.167	0.308	H3
0.215	0.462	0.165	0.114	0.098	0.415	H3
0.238	0.511	0.246	0.202	0.125	0.422	H3
0.292	0.000	0.268	0.371	0.157	0.183	H3
0.337	0.155	0.168	0.296	0.338	0.126	H3
0.262	0.098	0.205	0.175	0.356	0.268	H3
0.147	0.016	0.242	0.232	0.322	0.182	H3
0.211	0.107	0.216	0.245	0.366	0.215	H3
0.234	0.120	0.173	0.211	0.321	0.148	H3
0.177	0.230	0.219	0.192	0.289	0.216	H3
0.272	0.159	0.272	0.228	0.432	0.280	H3
0.210	0.358	0.168	0.108	0.017	0.152	H3
0.265	0.039	0.266	0.291	0.083	0.269	H3
0.375	0.190	0.291	0.199	0.178	0.232	H3
0.218	0.176	0.218	0.196	0.113	0.148	H3
0.183	0.208	0.121	0.231	0.177	0.118	H3
0.212	0.228	0.223	0.285	0.166	0.319	H3
0.432	0.377	0.599	0.460	0.135	0.602	H2
0.092	0.200	0.370	0.158	0.154	0.413	H2
0.188	0.030	0.265	0.165	0.167	0.221	H2
0.157	0.101	0.215	0.159	0.199	0.192	H2
0.198	0.113	0.298	0.125	0.153	0.130	H2
0.144	0.078	0.245	0.160	0.209	0.166	H2
0.237	0.231	0.247	0.119	0.149	0.209	H2
0.209	0.144	0.316	0.131	0.114	0.145	H2
0.285	0.393	0.269	0.142	0.181	0.335	H2
0.206	0.415	0.218	0.105	0.187	0.373	H2
0.411	0.065	0.568	0.411	0.254	0.316	H2
0.232	0.163	0.117	0.315	0.466	0.266	H2
0.143	0.100	0.267	0.191	0.311	0.230	H2
0.184	0.224	0.396	0.252	0.324	0.185	H2
0.326	0.214	0.169	0.237	0.323	0.116	H2
0.166	0.186	0.216	0.213	0.325	0.151	H2
0.233	0.180	0.241	0.188	0.322	0.180	H2
0.275	0.192	0.169	0.278	0.323	0.250	H2
0.216	0.219	0.222	0.193	0.326	0.224	H2
0.309	0.049	0.348	0.418	0.101	0.169	H2
0.197	0.000	0.242	0.059	0.177	0.185	H2
0.268	0.236	0.217	0.195	0.122	0.160	H2
0.129	0.112	0.268	0.209	0.098	0.164	H2
0.211	0.190	0.173	0.286	0.131	0.109	H2
0.200	0.185	0.270	0.277	0.148	0.130	H2
0.383	0.153	0.299	0.177	0.204	0.128	H2
0.134	0.238	0.198	0.324	0.157	0.128	H2
0.175	0.230	0.220	0.191	0.159	0.280	H2
0.292	0.269	0.168	0.319	0.214	0.131	H2
0.162	0.224	0.347	0.170	0.263	0.182	H1
0.408	0.152	0.522	0.253	0.154	0.368	H1
0.117	0.177	0.219	0.341	0.463	0.234	H1
0.098	0.170	0.249	0.270	0.371	0.202	H1
0.126	0.114	0.221	0.173	0.319	0.122	H1
0.145	0.135	0.175	0.251	0.296	0.209	H1
0.103	0.206	0.182	0.163	0.200	0.194	H1
0.283	0.163	0.215	0.105	0.103	0.290	H1
0.161	0.207	0.118	0.151	0.139	0.212	H1
0.049	0.455	0.275	0.349	0.116	0.342	H4
0.488	0.091	0.275	0.326	0.116	0.289	H4
0.313	0.204	0.3	0.122	0.183	0.311	H4
0.237	0.277	0.125	0.204	0.188	0.348	H4
0.381	0.104	0.45	0.267	0.176	0.394	H4
0.239	0.192	0.275	0.173	0.236	0.473	H4
0.323	0.125	0.35	0.267	0.365	0.389	H4
0.195	0.326	0.25	0.293	0.113	0.218	H4
0.326	0.157	0.225	0.119	0.127	0.392	H4
0.233	0.164	0.175	0.192	0.176	0.326	H4
0.277	0.173	0.325	0.183	0.137	0.382	H4
0.184	0.253	0.375	0.223	0.182	0.327	H4
0.266	0.143	0.225	0.182	0.131	0.288	H4
0.098	0.091	0.3	0.279	0.163	0.395	H4
0.171	0.182	0.2	0.186	0.163	0.237	H4
0.293	0.773	0.3	0.372	0.442	0.132	H4
0.188	0.364	0.122	0.151	0.209	0.421	H4
0.276	0.318	0.271	0.218	0.226	0.173	H4
0.244	0.103	0.25	0.179	0.203	0.337	H4
0.153	0.258	0.125	0.132	0.217	0.322	H4
0.208	0.416	0.225	0.135	0.142	0.387	H4
0.336	0.428	0.225	0.213	0.137	0.396	H4
0.217	0.428	0.275	0.219	0.175	0.329	H4
0.273	0.386	0.375	0.247	0.231	0.472	H4
0.049	0.045	0.175	0.326	0.116	0.158	H4
0.146	0.023	0.225	0.349	0.465	0.158	H4
0.177	0.086	0.235	0.316	0.519	0.314	H4
0.232	0.108	0.22	0.427	0.339	0.142	H4
0.163	0.036	0.185	0.278	0.327	0.411	H4
0.202	0.136	0.235	0.266	0.421	0.357	H4
0.426	0.091	0.175	0.256	0.364	0.277	H4
0.344	0.147	0.135	0.122	0.471	0.294	H4
0.243	0.133	0.125	0.238	0.246	0.174	H4
0.322	0.144	0.35	0.277	0.356	0.198	H4
0.207	0.196	0.185	0.204	0.318	0.283	H4
0.425	0.177	0.3	0.182	0.294	0.327	H4
0.236	0.198	0.25	0.233	0.314	0.235	H4
0.242	0.366	0.375	0.203	0.231	0.376	H4
0.193	0.203	0.225	0.364	0.415	0.365	H4
0.283	0.129	0.2	0.287	0.376	0.258	H4
0.256	0.129	0.25	0.194	0.299	0.156	H4
0.274	0.293	0.3	0.336	0.328	0.394	H4
0.236	0.174	0.275	0.198	0.295	0.317	H4
0.264	0.183	0.225	0.186	0.325	0.237	H4
0.167	0.136	0.125	0.236	0.317	0.368	H4
0.246	0.213	0.225	0.184	0.297	0.336	H4
0.293	0.133	0.275	0.146	0.239	0.372	H4
0.285	0.152	0.225	0.204	0.328	0.216	H4
0.263	0.164	0.2	0.157	0.295	0.352	H4
0.267	0.194	0.275	0.217	0.364	0.247	H4
0.225	0.194	0.275	0.173	0.315	0.326	H4
0.237	0.183	0.175	0.236	0.327	0.423	H4
0.294	0.183	0.325	0.293	0.424	0.385	H4
0.219	0.189	0.325	0.273	0.161	0.364	H4
0.366	0.325	0.275	0.115	0.123	0.382	H4
0.178	0.347	0.275	0.185	0.205	0.384	H4
0.216	0.327	0.375	0.216	0.174	0.329	H4
0.317	0.091	0.375	0.116	0.07	0.316	H3
0.163	0.201	0.3	0.153	0.097	0.154	H3
0.219	0.271	0.165	0.086	0.216	0.293	H3
0.247	0.194	0.3	0.182	0.132	0.277	H3
0.268	0.127	0.225	0.155	0.168	0.294	H3
0.217	0.325	0.175	0.261	0.113	0.252	H3
0.172	0.118	0.135	0.116	0.219	0.236	H3
0.188	0.125	0.225	0.164	0.219	0.328	H3
0.218	0.136	0.175	0.163	0.224	0.263	H3
